Tissue-Name,Frequency[Hz],Conductivity[S/m],Relative-Permittivity,Loss-Tangent,Wavelength[m],Penetration-Depth[m],
Muscle            ,   1.2445e+1,   2.0301e-1,   2.5433e+7,   1.1530e+1,   1.9051e+3,   3.3065e+2,
Muscle            ,   1.2459e+1,   2.0302e-1,   2.5431e+7,   1.1517e+1,   1.9039e+3,   3.3047e+2,
Muscle            ,   1.2474e+1,   2.0303e-1,   2.5429e+7,   1.1505e+1,   1.9027e+3,   3.3029e+2,
Muscle            ,   1.2488e+1,   2.0303e-1,   2.5427e+7,   1.1493e+1,   1.9015e+3,   3.3010e+2,
Muscle            ,   1.2503e+1,   2.0304e-1,   2.5426e+7,   1.1481e+1,   1.9003e+3,   3.2992e+2,
Muscle            ,   1.2517e+1,   2.0305e-1,   2.5424e+7,   1.1469e+1,   1.8991e+3,   3.2974e+2,
Muscle            ,   1.2531e+1,   2.0305e-1,   2.5422e+7,   1.1457e+1,   1.8978e+3,   3.2956e+2,
Muscle            ,   1.2546e+1,   2.0306e-1,   2.5420e+7,   1.1445e+1,   1.8966e+3,   3.2938e+2,
Muscle            ,   1.2560e+1,   2.0307e-1,   2.5419e+7,   1.1433e+1,   1.8954e+3,   3.2920e+2,
Muscle            ,   1.2575e+1,   2.0307e-1,   2.5417e+7,   1.1421e+1,   1.8942e+3,   3.2902e+2,
Muscle            ,   1.2589e+1,   2.0308e-1,   2.5415e+7,   1.1409e+1,   1.8930e+3,   3.2884e+2,
Muscle            ,   1.2604e+1,   2.0309e-1,   2.5413e+7,   1.1397e+1,   1.8918e+3,   3.2866e+2,
Muscle            ,   1.2618e+1,   2.0309e-1,   2.5412e+7,   1.1385e+1,   1.8906e+3,   3.2848e+2,
Muscle            ,   1.2633e+1,   2.0310e-1,   2.5410e+7,   1.1373e+1,   1.8894e+3,   3.2830e+2,
Muscle            ,   1.2647e+1,   2.0311e-1,   2.5408e+7,   1.1361e+1,   1.8882e+3,   3.2813e+2,
Muscle            ,   1.2662e+1,   2.0312e-1,   2.5406e+7,   1.1350e+1,   1.8870e+3,   3.2795e+2,
Muscle            ,   1.2677e+1,   2.0312e-1,   2.5405e+7,   1.1338e+1,   1.8858e+3,   3.2777e+2,
Muscle            ,   1.2691e+1,   2.0313e-1,   2.5403e+7,   1.1326e+1,   1.8846e+3,   3.2759e+2,
Muscle            ,   1.2706e+1,   2.0314e-1,   2.5401e+7,   1.1314e+1,   1.8834e+3,   3.2741e+2,
Muscle            ,   1.2720e+1,   2.0314e-1,   2.5399e+7,   1.1302e+1,   1.8822e+3,   3.2723e+2,
Muscle            ,   1.2735e+1,   2.0315e-1,   2.5397e+7,   1.1290e+1,   1.8810e+3,   3.2705e+2,
Muscle            ,   1.2750e+1,   2.0316e-1,   2.5396e+7,   1.1279e+1,   1.8798e+3,   3.2687e+2,
Muscle            ,   1.2764e+1,   2.0316e-1,   2.5394e+7,   1.1267e+1,   1.8786e+3,   3.2669e+2,
Muscle            ,   1.2779e+1,   2.0317e-1,   2.5392e+7,   1.1255e+1,   1.8774e+3,   3.2651e+2,
Muscle            ,   1.2794e+1,   2.0318e-1,   2.5390e+7,   1.1243e+1,   1.8762e+3,   3.2634e+2,
Muscle            ,   1.2809e+1,   2.0319e-1,   2.5388e+7,   1.1231e+1,   1.8750e+3,   3.2616e+2,
Muscle            ,   1.2823e+1,   2.0319e-1,   2.5387e+7,   1.1220e+1,   1.8738e+3,   3.2598e+2,
Muscle            ,   1.2838e+1,   2.0320e-1,   2.5385e+7,   1.1208e+1,   1.8726e+3,   3.2580e+2,
Muscle            ,   1.2853e+1,   2.0321e-1,   2.5383e+7,   1.1196e+1,   1.8714e+3,   3.2562e+2,
